file,code_summary,label
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/spring-boot-based-microservices_java/cluster_18.java,"This `Course` class serves as a JPA entity for a microservice's domain model, defining course attributes like title, author, and price with Jakarta Bean Validation constraints, and leveraging Spring Data auditing for automatic creation/modification timestamps and optimistic locking.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/sample.plantsbywebsphere_java/cluster_36.java,"This Java class defines a JPA entity bean, `Supplier`, which maps to the `SUPPLIER` database table and represents supplier information with fields like `supplierID`, `name`, and address details. It includes named queries for retrieving all suppliers and for bulk deletion of all supplier records.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/sample.daytrader7_java/cluster_78.java,"This JSF managed bean (`@Named(""tradeconfig"")`) provides a web-based interface for configuring the DayTrader sample application, allowing users to dynamically update runtime parameters like operation modes, user/quote limits, and tracing. It also facilitates administrative tasks such as resetting trade data and building or populating the application's database.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/sample.daytrader7_java/cluster_56.java,"This code defines a ""Ping"" service for the DayTrader sample application, demonstrating various Java EE patterns. It features a stateful EJB (`PingEJBLocal`) that returns an incrementing hit count, which is then wrapped by a CDI decorator (`PingEJBLocalDecorator`) and potentially intercepted by a CDI interceptor (`PingInterceptor`), alongside a basic data bean (`PingBean`).",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/sample.daytrader7_java/cluster_40.java,"This `TradeConfig` class centralizes all configuration and runtime parameters for the DayTrader sample application, defining operational modes, database settings, and UI types. It also provides a comprehensive suite of static utility methods for generating random trade-related data (users, quotes, prices) and simulating workload scenarios, notably employing a ""card deck"" algorithm for user selection.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/Retail-Banking-System_java/cluster_21.java,This code file contains Spring Boot test classes for two distinct microservices within a Retail Banking System: an Authentication-MS and a Transaction-MS. It primarily focuses on validating the application context and overall integration of these backend services.,Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/RepoGenesis_java/cluster_8.java,"This Java code is an ordered integration test suite for a `ChatGatewayApplication`, utilizing Spring Boot Test and RestAssured to perform end-to-end API validation. It systematically simulates user interactions such as registration, login, status updates, private and group messaging, and group management, asserting expected HTTP responses and data structures.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/RepoGenesis_java/cluster_2.java,"This collection of Java JUnit 5 integration tests systematically validates the REST APIs of several distinct web applications (built with Spark, Javalin, and Micronaut). Each test suite covers comprehensive CRUD operations and domain-specific functionalities, such as user authentication, dashboard management, task tracking, online judge features, and CI/CD pipeline interactions, primarily using Unirest or RestAssured for HTTP requests.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/piggymetrics_java/cluster_7.java,"This code defines the core services for user authentication and financial account management within a microservice architecture. It implements user creation with BCrypt password hashing and Spring Security integration for authentication, alongside RESTful endpoints to create, retrieve, and update user financial accounts (incomes, expenses, savings) persisted in MongoDB.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/piggymetrics_java/cluster_28.java,"This `CustomUserInfoTokenServices` class implements Spring Security's `ResourceServerTokenServices` to validate OAuth2 access tokens by fetching user details from a configured user info endpoint. It specifically extends the default behavior by extracting the calling service's `clientId` and `scope` from the user info response, providing richer context for downstream security checks.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/piggymetrics_java/cluster_2.java,"This code comprises a collection of Spring Boot integration tests for various `piggymetrics` microservices, each designed to verify that its respective application context loads successfully. The tests primarily use an empty `contextLoads()` method, serving as a basic sanity check for service startup across the microservice architecture.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/micronaut-microservices-poc_java/cluster_48.java,"This class defines a singleton `PolicySearchCommandBus`, specializing the generic `MicronautCommandBus` to handle command dispatching specifically within the policy search domain. It serves as an infrastructure adapter, leveraging a `Registry` to manage and execute commands relevant to the policy search service.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/jpetstore-6_java/cluster_5.java,"This code implements the core catalog, shopping cart, and order management functionalities of the JPetStore application, enabling users to browse products, manage their cart, and complete purchases. It employs a layered architecture utilizing Spring for services, MyBatis for data persistence, and Stripes for the web presentation, with extensive JUnit 5 tests validating functionality.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/jpetstore-6_java/cluster_43.java,"This Java file contains Selenide-based automated integration tests for the JPetStore web application. It systematically verifies various user flows, such as user registration, login, product browsing, cart management, and order placement, by simulating browser interactions and asserting UI states.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/jpetstore-6_java/cluster_39.java,"This code defines the `Product` and `Category` domain model classes for the JPetStore application, acting as simple data structures to encapsulate entity properties like ID, name, and description. These standard POJOs implement `Serializable` and provide basic getters/setters, notably trimming whitespace from their respective ID fields during assignment.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/jpetstore-6_java/cluster_18.java,"This `CatalogActionBean` is a Stripes web action component for the JPetStore application, responsible for managing the display and search functionality of the product catalog. It retrieves categories, products, and items using a `CatalogService` and forwards to appropriate JSP views, maintaining state across user sessions.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/jpetstore-6_java/cluster_16.java,"This code defines the `CatalogActionBean`, a Stripes web controller responsible for managing the display and search functionality of the JPetStore catalog. It handles requests to view categories, products, and individual items, leveraging a `CatalogService` for data retrieval and using Spring for dependency injection, with `Item` being a core domain object representing a product variant.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ita-challenges-backend_java/cluster_30.java,"This file contains integration tests for an `ErrorResponseBuilder` class, verifying its functionality to construct detailed `APIErrorResponse` objects from various Spring Web and validation exceptions. It ensures the builder correctly extracts error details, sets appropriate HTTP statuses, and uses externalized messages from `core-messages.properties` for user-friendly error descriptions.",Microservices Test
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/Hands-on-Microservices-with-Python_python/cluster_1.py,"This Flask code defines frontend routes for user authentication and order processing. It manages user login, session state, and form validation, interacting with `UserClient` and `OrderClient` to authenticate users, retrieve user/order details, and finalize purchases.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_96.java,"This `Identity` class is a Plain Old Java Object (POJO) designed to encapsulate comprehensive identity information, primarily focusing on AWS Cognito details and general request attributes like source IP, user agent, and API key. It serves as a data structure, following the standard JavaBean pattern with private fields and public getters/setters.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_89.java,"This `Identity` class serves as a Plain Old Java Object (POJO) or Data Transfer Object (DTO) to encapsulate various identity-related attributes, primarily those derived from AWS Cognito and API Gateway request contexts, for use within the `ftgo-restaurantservice`. It provides standard getters and setters for details like Cognito IDs, account ID, caller information, and user agent.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_69.java,"This code provides utility classes, `ApiGatewayRequest` and `ApiGatewayResponse`, designed to simplify handling AWS API Gateway proxy requests and responses within a Lambda function. `ApiGatewayResponse` notably uses a builder pattern to construct `APIGatewayProxyResponseEvent` objects, supporting automatic JSON serialization for objects and Base64 encoding for binary response bodies.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_58.java,"This Java class, `RequestContext`, functions as a data transfer object (DTO) to encapsulate various attributes of an incoming request, specifically those commonly found in AWS API Gateway or Lambda event contexts. It provides standard getters and setters for accessing details like `accountId`, `resourceId`, `stage`, `requestId`, `httpMethod`, and `apiId`.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_57.java,"This Java class, `RequestContext`, functions as a data transfer object (DTO) specifically designed to encapsulate various attributes of an AWS API Gateway or Lambda request, such as `accountId`, `resourcePath`, `httpMethod`, and `apiId`. It provides standard getter and setter methods for accessing and modifying this contextual information.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_47.java,"This Spring `@Configuration` class defines the domain layer for a restaurant service, setting up the `RestaurantService` and its `RestaurantRepository` using Spring Data JPA. It also imports configurations for event publishing and common utilities, suggesting an event-driven microservice architecture.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_28.java,"This code file aggregates various Java components from a microservices application, defining core data models like `Order`, `Delivery`, and `Address`, alongside domain logic for order lifecycle management using event sourcing. It also includes gRPC client/server implementations for order operations, DynamoDB configuration for order history, and utility classes for data mapping and testing, reflecting a Domain-Driven Design approach.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_150.java,"This Java class, `TramCommandsAndEventsIntegrationData`, provides dynamically generated, timestamp-suffixed string identifiers for various command and event channels, aggregate destinations, and dispatchers. It serves as integration data, likely for configuring a messaging or event-driven framework (e.g., Tram Sagas) within a microservices architecture, possibly for testing or unique instance identification.",EDA
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_15.java,"This extensive Java codebase implements a microservices-based food delivery application (FTGO), defining domain models, REST/gRPC APIs, and business logic for core services like Order, Restaurant, Kitchen, Delivery, and Consumer. It leverages an event-driven architecture with sagas for inter-service coordination, JPA for transactional persistence, and DynamoDB for a CQRS-based order history read model.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_139.java,"This `Result` class encapsulates a list of `DomainEvent` objects and a boolean `allowed` status, representing the outcome of an operation. It employs a static nested `Builder` pattern for fluent construction, allowing events to be added and the `allowed` status to be set (notably, both `pending()` and `allowed()` builder methods currently set `allowed` to `false`).",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_135.java,"This Java class, `BeginReviseOrderCommand`, functions as a command object within a saga participant context to initiate the revision of an existing order. It specifically encapsulates the `orderId` and the `OrderRevision` details required to begin the update process.",Saga
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ftgo-application_java/cluster_113.java,"This Spring configuration establishes the messaging infrastructure for the accounting service, leveraging Eventuate Tram to define and manage event consumers and command handlers. It specifically configures dispatchers for domain events and commands, and integrates with sagas to process replies related to `Account` entities within an event-driven architecture.",EDA
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/DeathStarBench_python/cluster_54.py,"This Python code defines an Apache Thrift client (`Client` class) for a user management service. It implements methods for user registration (with or without a pre-defined ID), login, and retrieving user-related information, utilizing a distinct `send_` and `recv_` pattern for each remote procedure call.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/DeathStarBench_python/cluster_23.py,"This Python code defines an Apache Thrift RPC client within the `Client` class, specifically implementing the `ReadPage` operation. It handles sending requests with movie ID and review range parameters to a remote service and synchronously processes the received page data or any service-level exceptions.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/DeathStarBench_python/cluster_17.py,"This Python code defines an Apache Thrift client for user management, providing methods for user registration (with or without a pre-assigned ID), user login, and uploading user data by ID or username. It implements a clear send/receive pattern for each remote procedure call, handling message serialization/deserialization and exception handling via Thrift's protocol.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/DeathStarBench_python/cluster_11.py,"This Python code defines an Apache Thrift client for a movie information service. It provides methods to remotely write new movie details, read existing movie information, and update movie ratings, handling the underlying RPC message serialization and deserialization.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/crypto_crawler_python/cluster_48.py,"This Python snippet defines `get_message_queue`, a function that provides a cached or singleton access point to a message queue. It ensures that a connection is established via `connect_to_message_queue` only once, reusing the existing `MESSAGE_QUEUE` instance for subsequent calls.",EDA
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/crypto_crawler_python/cluster_40.py,"This code defines two nearly identical functions, `check_all_combinations` and `check_all_combinations_list`, which generate all ordered pairs (permutations) from a given list of tickers. For each ticker pair, they apply a provided `predicate` function with a specified `threshold`, accumulating and returning any results where the predicate evaluates as true.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/acmeair_java/cluster_67.java,"The `StatResult` class serves as a data transfer object for statistical metrics (min, max, average, sum, count). It provides a static utility method, `getStatistics`, which calculates these statistics from a list of `Double` values, notably **excluding the first and last elements** of the input list from its computations.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/acmeair_java/cluster_60.java,"This `WXSSessionManager` class provides a singleton utility for the AcmeAir application, managing client connections and sessions to an IBM WebSphere eXtreme Scale (WXS) data grid. It dynamically configures WXS client connections by loading settings from JNDI, environment variables (including VCAP_SERVICES), or system properties, and integrates with transaction managers for session management.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/acmeair_java/cluster_4.java,"This `BookingImpl` class is a serializable entity representing a flight booking in the Acme Air application, specifically designed for WebSphere eXtreme Scale (WXS). It encapsulates booking details, including composite primary keys for the booking and flight, the booking date, and references to associated customer and flight objects, along with standard accessors and equality logic.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/piggymetrics_java/cluster_0.java,"This code defines a Spring Cloud microservices architecture for a ""Piggymetrics"" application, orchestrating multiple services like an API Gateway (Zuul), Eureka Discovery, Config Server, OAuth2 authorization, and Hystrix monitoring. It integrates domain-specific services for account, statistics, and notifications, leveraging Feign clients and custom MongoDB converters.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/saigonparking_java/cluster_6.java,"This code defines a gRPC microservices framework for ""SaigonParking,"" leveraging server and client interceptors for robust JWT-based authentication, authorization, and secure internal service communication. It also integrates service discovery, MapStruct for enum mapping, and custom SQL functions across various service configurations.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/spring-boot-based-microservices_java/cluster_23.java,"This Spring WebFlux composite microservice aggregates course and review details by concurrently calling separate `course-service` and `review-service` endpoints. It exposes a REST API that fetches this combined data, securing inter-service communication using an OAuth2 JWT token.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/springboot-kafka-microservices_java/cluster_7.java,"This code defines Spring `@Repository` classes (`OrderRedis`, `ProductRedis`, `PaymentRedis`) for caching and managing `Order`, `Product`, and `Payment` entities in Redis using hash operations with a 1-hour expiration. Additionally, it includes global exception handlers (`GlobalException`, `ValidationExceptionHandler`) that use Spring's `@ControllerAdvice` to provide consistent `ApiResponse` structures for various errors, such as validation failures and resource not found exceptions.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/spring-boot-based-microservices_java/cluster_0.java,"This Spring Boot microservices application provides RESTful APIs for managing courses and reviews, with a composite service aggregating data from both. It secures all services and the API Gateway using Spring Security's OAuth2 Resource Server with JWTs, extracting roles from claims for fine-grained authorization and leveraging Spring WebFlux for reactive processing.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/crypto_crawler_python/cluster_20.py,"This `MessageQueue` class implements a Redis-backed message queue, leveraging Redis lists for storage. It supports both FIFO and LIFO message handling, automatically timestamps general messages, and uses `pickle` for serializing and deserializing specific ""order"" objects.",EDA
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/saigonparking_java/cluster_43.java,"This code defines the main entry points for six distinct Spring Boot microservices (Auth, ParkingLot, User, Booking, Mail, Contact) that collectively form the ""Saigon Parking"" application. Each service is configured for both standalone execution and WAR deployment, consistently utilizing `@SpringBootApplication` and `@EnableScheduling`.",API Gateway
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/DeathStarBench_python/cluster_31.py,"This code defines a comprehensive set of client-side utilities and Dapr-enabled microservices for a distributed application, primarily handling media processing (video scaling, thumbnailing, scene/face/object detection) and social media features (posts, timelines, user interactions, sentiment analysis). It extensively leverages Dapr for state management, pub/sub messaging, and service invocation, integrating `ffmpeg` and `opencv` for media manipulation and employing worker pools with priority queues for asynchronous, performance-monitored processing.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/piggymetrics_java/cluster_6.java,"This code defines several Spring Boot microservices (Auth, Statistics, Account, Notification) for the Piggymetrics application, managing user authentication, financial statistics, account details, and notification settings. It exposes REST APIs, enforces access control with `@PreAuthorize`, and uses Spring Cloud Feign clients with Hystrix fallbacks for resilient inter-service communication.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ita-challenges-backend_java/cluster_40.java,"This code configures broad Cross-Origin Resource Sharing (CORS) access for multiple Spring Boot services (user, challenge, auth), allowing all origins and HTTP methods. Additionally, it provides a generic `DocumentToDtoConverter` utility that leverages ModelMapper for mapping various challenge-related database documents to their respective DTOs, including custom type mappings and a `LocalDateTime` to `String` converter.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ita-challenges-backend_java/cluster_3.java,"This reactive Spring Boot microservice backend manages a coding challenge platform, providing comprehensive functionality for user authentication (GitHub OAuth, JWT), challenge lifecycle (CRUD, filtering, solutions, resources, tags), and user-challenge interactions (bookmarks, favorites). It extensively utilizes Project Reactor for non-blocking operations, caching for performance, and inter-service communication via WebClient.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/piggymetrics_java/cluster_26.java,"This code defines domain models for financial statistics, including currency exchange rates and daily account data points, which are persisted in MongoDB. It features client-side logic with a fallback for fetching external exchange rates, demonstrating caching behavior and currency conversion, all thoroughly tested with unit and integration tests.",Domain-driven design
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/Retail-Banking-System_java/cluster_20.java,"This code defines a comprehensive, centralized exception handling framework for a multi-microservice Retail Banking System. It leverages Spring's `@RestControllerAdvice` and `@ExceptionHandler` to consistently manage various custom exceptions (e.g., `MinimumBalanceException`, `AccessDeniedException`) and return structured error responses across services like Account, Authentication, Rules, and Transaction.",Other
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/spring-boot-based-microservices_java/cluster_8.java,"This code implements a set of Spring Boot microservices for managing courses and their associated reviews, including a composite service to fetch combined data. It utilizes Spring WebFlux for reactive programming and secures its REST APIs with OAuth2 JWTs, extracting roles from `realm_access` and `resource_access` claims for fine-grained authorization.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/train-ticket_python/cluster_4.py,"This Python code defines a Tornado web handler (`GetVoucherHandler`) that manages travel vouchers. It retrieves voucher details from a local MySQL database or, if a voucher doesn't exist for a given order, fetches order information from external microservices (either `ts-order-service` or `ts-order-other-service` based on order type and environment variables) before persisting and returning the newly created voucher.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/ita-challenges-backend_java/cluster_5.java,"This extensive Java Spring WebFlux codebase implements a reactive backend for a challenge platform, managing challenges, user interactions (favorites, bookmarks, solutions), and associated resources. It features robust GitHub OAuth authentication, centralized error handling, and comprehensive testing, leveraging Project Reactor for asynchronous operations and MongoDB for persistence.",Backends for Frontends
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/springboot-kafka-microservices_java/cluster_9.java,"This code defines core security and API gateway components for a microservices application, including custom Spring Security handlers for access denied and unauthorized requests, and Spring Cloud Gateway filters for JWT authentication and role/permission-based authorization. It also integrates Cloudinary for asynchronous image upload and resizing, utilizing a common `ApiResponse` DTO for standardized JSON error responses across services.",Microservices Security
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/springboot-kafka-microservices_java/cluster_20.java,"This code defines Spring components for a microservices application, primarily managing product data with CRUD operations, dynamic searching, and image uploads via Cloudinary, while extensively utilizing Redis for caching product, order, and payment entities. It also includes JWT utilities for token validation and authorization claim extraction, indicating a focus on performance and security within a distributed system.",Service Implementation
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/ms_repo_callgraph_clusters/crypto_crawler_python/cluster_35.py,"This Python file implements a multi-exchange cryptocurrency interaction system, featuring a robust `OrderBook` class for managing and incrementally updating market depth from various exchange formats. It unifies functions for fetching market data, executing trades, and managing API keys across multiple exchanges, employing dispatcher patterns and asynchronous processing, and includes comprehensive unit tests for these functionalities.",Service Implementation
