file,label,code_summary
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_10.py,Model Abstraction,"This code implements a robust multi-model AI configuration management pattern, allowing dynamic setup and persistence of settings for various AI providers (e.g., OpenAI, Groq, Anthropic) and their specific models, including parameters like temperature and context window ratios. It supports an agent configuration pattern where different AI agents can be assigned particular models, facilitating a modular AI architecture. The system also manages user-specific AI interaction sessions, preserving conversational history and context across multiple engagements."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_11.py,Model Abstraction,"This code demonstrates a **dynamic AI model configuration pattern**, allowing users to customize and persist settings for various AI model providers (e.g., OpenAI, Groq, Mistral) including agent model assignments, temperature, and context window ratios. It employs a robust, patch-based mechanism with strict path and schema validation to securely update these AI-related parameters at runtime. Additionally, the system implements **AI interaction session management**, facilitating the creation, loading, and persistent storage of conversational history for individual AI sessions."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_14.py,none,"This code implements a robust distributed Remote Procedure Call (RPC) framework, a foundational pattern for building scalable AI services. It supports dynamic API introspection and remote object proxying, allowing clients to interact with server-side objects and even iterate through remote generators. The server utilizes a worker pool for concurrent request processing and securely manages client-specific states, enabling the deployment of modular AI components as services."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_15.py,none,"The `AClientPool` class implements a client management and orchestration pattern, providing centralized access to various AI-related services or modules, such as speech processing. It supports dynamic client provisioning and discovery, creating connections on-demand and retrieving module identities. The system also includes robust lifecycle management for these distributed AI client connections, ensuring proper initialization and graceful shutdown."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_16.py,Model Abstraction,"The code establishes a multi-model AI inference pattern, integrating with diverse Large Language Models (LLMs) via their respective APIs (OpenAI, Anthropic, Mistral) and locally-loaded Hugging Face Causal LMs. A predominant streaming generation pattern is employed across all models, processing output incrementally, coupled with dynamic token consumption management and robust API authentication error handling. For local Hugging Face models, it specifically implements patterns for efficient deployment, including quantization (4-bit/8-bit) and Parameter-Efficient Finetuning (PEFT)."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_17.py,Using Tools with LLMs,"This code implements a robust Remote Procedure Call (RPC) client optimized for distributed AI workloads. It features a `RemoteGenerator` pattern, enabling efficient, lazy iteration over large datasets or AI model outputs streamed from a remote service, which is crucial for distributed inference or data processing. The client further incorporates secure communication, retries, and configurable timeouts to ensure reliable and protected interaction with remote AI components."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_19.py,none,"The code implements patterns for a multimodal interaction system, integrating text, code snippets, and rich media like images and videos within a conversational context. A core interpreter component, `AInterpreter`, semantically parses user commands and expressions, manages contextual variables for dynamic content, and supports structured object creation. This architecture is complemented by custom JSON serialization/deserialization for AI-specific data types, ensuring robust handling of complex, stateful interactions."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_2.py,Model Abstraction,"The code establishes a pattern for configuring and operating Large Language Models (LLMs), enabling dynamic model selection, quantization (e.g., 4-bit), and inference optimizations like Flash Attention 2. It orchestrates AI services as subprocesses, including speech-to-text (STT) and text-to-speech (TTS) capabilities, supporting an agentic architecture where various prompts define distinct AI agent behaviors. Furthermore, the code incorporates a robust fine-tuning pattern utilizing Low-Rank Adaptation (LoRA) with quantization-aware training, leveraging the Hugging Face transformers library for model specialization."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_21.py,LLM-based Multimodal Generative Prompting,"This code implements a robust **video data pre-processing and standardization pipeline**, crucial for AI applications. It features structured video data representation, including metadata extraction and mandatory format conversion to 'mp4' to ensure consistent input for models. Additionally, the code includes patterns for **data acquisition** from diverse sources (URLs, local files, proxies), preparing raw video for downstream AI tasks."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_23.py,"LLM Fine-Tuning, Training & Alignment","This code demonstrates a modular AI pattern for integrating and interacting with diverse Large Language Models, encompassing both external API-based services (OpenAI, Anthropic, Mistral) and locally hosted Hugging Face Causal LMs. It employs a unified streaming generation interface across all models, dynamic prompt formatting, and advanced local inference features such as quantization, PEFT, and Flash Attention 2. This architecture facilitates flexible model switching and efficient, real-time token generation for various AI text generation tasks."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_24.py,Using Tools with LLMs,"This code establishes an **agentic AI architecture** for dynamic **tool orchestration**, enabling an AI agent to interact with diverse external capabilities. Key patterns include **vector-based information retrieval** for knowledge grounding, **multimodal interaction** through speech processing and GUI control, and **external data access** via web search and academic databases. These functionalities are exposed as callable tools with schema-based descriptions, facilitating **prompt engineering** for effective agent-tool communication."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_25.py,Using Tools with LLMs,"This code defines a modular AI tool system, exposing distinct services like web search (DuckDuckGo, Google), academic search (Arxiv), and code execution (Scripter) through explicit action definitions and prompts for AI function calling. A core pattern involves stateful session management for each tool, enabling multi-turn interactions and the incremental retrieval of large outputs via scrollable page objects. The `AScripter` module further exemplifies an agentic execution pattern, allowing the AI to asynchronously run bash and Python code, monitor its output, and adapt its actions based on the dynamic execution environment."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_26.py,LLM-based Multimodal Generative Prompting,"This code defines an AI pattern for interactive computer control and multimodal content understanding. It leverages OCR (easyocr) to identify and interact with on-screen elements via text recognition for actions like clicking and typing. Additionally, it processes diverse multimodal inputs within conversational contexts, extracting code snippets and converting images and video frames into formats suitable for vision-based AI models."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_27.py,LLM-based Multimodal Generative Prompting,"This code implements a robust speech processing system featuring two core AI patterns: Speech-to-Text (S2T) for transcribing audio and Text-to-Speech (T2S) for synthesizing speech. It utilizes a multi-threaded, queue-based pipeline to asynchronously process and manage the flow of text for synthesis and audio for playback, facilitating continuous and responsive AI-driven speech interactions."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_28.py,LLM-based Multimodal Generative Prompting,"This code implements a multi-threaded, asynchronous AI processing pattern for speech, orchestrating pre-trained models like Whisper for Speech-to-Text and ChatTTS for Text-to-Speech. It employs a producer-consumer model for efficient, non-blocking inference, where text inputs are queued for synthesis and audio outputs are queued for playback. The system also includes explicit device management for AI models and a standard inference pipeline encompassing input pre-processing, model generation, and output decoding."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_29.py,LLM-based Multimodal Generative Prompting,"This code implements a robust AI pattern for real-time speech processing, integrating dedicated Text-to-Speech (TTS) and Speech-to-Text (STT) models like `T2S_ChatTTS` and `S2T_WhisperLarge`. It employs an asynchronous, multi-threaded pipeline using queues to process text into speech and play audio, or recognize speech from audio, enabling continuous and responsive interaction. This architecture effectively orchestrates distinct AI models for comprehensive speech synthesis and recognition capabilities."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_3.py,Agent Architecture,"This codebase implements a multi-agent AI system where distinct agents, each with a specialized role (e.g., 'researcher', 'coder-proxy'), are equipped with extensive tool-use capabilities. Agents dynamically construct prompts for LLMs, incorporating conversational context and relevant information retrieved from internal storage or external sources, a pattern known as Retrieval Augmented Generation (RAG). Furthermore, the system supports inter-agent communication and task delegation through a structured function-calling mechanism, enabling collaborative problem-solving."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_30.py,Using Tools with LLMs,"This code implements a **tool definition** pattern, explicitly exposing a diverse set of browser and editing actions (e.g., `BROWSE`, `SCROLL-DOWN-BROWSER`, `REPLACE`) with detailed prompts and parameter schemas through its `ModuleInfo` method. It further demonstrates **adaptive tool use** by dynamically instantiating specialized browser types (e.g., `APDFBrowser`, `AWebBrowser`, `ATextBrowser`) based on the content's nature, enabling an AI agent to interact with various document formats through a unified interface."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_32.py,Evaluating LLM Results,"This code implements a comprehensive AI agent evaluation pipeline, specifically designed for benchmarking against datasets like GAIA. It leverages prompt engineering to structure agent input, including system prompts and file context, and employs response parsing to extract structured answers. A key pattern is the type-aware answer normalization and evaluation, which robustly compares model outputs across strings, numbers, and lists against ground truth for accurate scoring."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_33.py,Using Tools with LLMs,"The code implements an agent-based AI pattern, where `AProcessor` instances function as autonomous agents capable of managing LLM interactions and orchestrating sub-agents. A robust tool-use mechanism enables these agents to dynamically invoke registered actions and external modules through an interpreter, effectively extending their capabilities while maintaining conversation history and context across interactions."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_34.py,Agent Architecture,"This code implements a sophisticated AI agent pattern (`AProcessor`) capable of dynamic tool integration and multi-agent orchestration. It features an `AInterpreter` for registering and evaluating diverse actions (e.g., `CALL`, `STORE`, `QUERY`, `LOADEXTMODULE`) that serve as tools for the underlying large language model. The agent manages conversational context, maintains persistent memory, and can recursively spawn and delegate tasks to sub-agents, facilitating complex multi-step reasoning workflows."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_35.py,Using Tools with LLMs,"The code outlines a multimodal conversational agent that parses user inputs to extract embedded code snippets and identify various media types (images, videos, custom objects) for contextual processing. It employs a pattern-based interpreter that maps regular expression patterns to specific actions, enabling the AI to execute structured commands, manage an execution environment with variables, and dynamically create/manipulate custom data objects. This architecture facilitates sophisticated tool use and stateful interactions by interpreting complex requests and converting results into a textual format, often referencing newly created variables within the conversation flow."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_36.py,Preprocessing Text and Numerical Data,"The `AInterpreter` implements a symbolic AI pattern through dynamic regular expression matching, mapping recognized input constructs—such as data types, variable definitions, and function calls—to specific executable actions. This enables the interpretation of structured commands, managing a symbolic environment (`self.env`) for variable manipulation and object creation. The system supports complex object expressions and function call parsing, facilitating a rule-based approach to processing diverse programmatic inputs."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_37.py,none,"This code implements a **Pattern Matching and Rule-Based Execution engine** that dynamically registers regular expression patterns with associated actions to interpret structured text inputs. It functions as a **Domain-Specific Language (DSL) interpreter**, parsing various data types, variable operations, function calls, and object instantiations based on these patterns. The system maintains an internal execution environment, enabling stateful processing of commands and expressions within its defined grammar."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_38.py,LLM-based Multimodal Generative Prompting,"This code implements AI patterns for multi-modal input processing and model-specific API adaptation. It formats text, images, and sampled video frames into structured messages compatible with either OpenAI's GPT Vision or Anthropic's Claude Vision models, handling their distinct content representations (e.g., `image_url` vs. `image/source`). A token estimation mechanism for multi-modal inputs further demonstrates considerations for cost and context management."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_4.py,Using Tools with LLMs,"The code patterns demonstrate a multi-agent AI architecture where specialized agents, such as `APromptResearcher` and `APromptCoderProxy`, coordinate tasks using explicit `CALL` functions. Each agent is equipped with extensive tool-use capabilities, dynamically registering and invoking external functions like `BROWSE`, `BASH`, `PYTHON`, or `GOOGLE` via a regex-based function calling mechanism. The system further employs dynamic prompt generation, conversational memory, and persistent storage to manage context and facilitate complex task execution with extensible functionalities."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_5.py,Retrieval Augmented Generation(RAG),"This code defines an AI pattern for document reading and comprehension, centered on **function calling** to enable an AI to programmatically interact with web content through tools like `READ`, `SCROLL-DOWN-BROWSER`, and `EXECUTE-JS`. It incorporates **Retrieval-Augmented Generation (RAG)** by storing extracted document text and dynamically injecting semantically relevant information into the LLM's prompt via the `RETRIEVE` function. This establishes a specialized AI agent capable of intelligent information extraction, storage, and contextual question answering."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_6.py,Model Abstraction,"This codebase implements an Agentic AI Architecture, centered around an `AProcessor` that orchestrates Large Language Models (LLMs) from an `ALLMPool` and leverages an `APromptsManager` for diverse prompt engineering. It features robust Tool Use capabilities, integrating external services like search engines and code interpreters as modules. The system provides a multi-user, multi-session framework with `UserContext` and `TaskSession` classes, enabling dynamic configuration of AI parameters and real-time streaming of conversational responses."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_7.py,Using Tools with LLMs,"This code defines an AI agentic workflow, managing conversational sessions through a state machine that orchestrates specialized prompts (e.g., `APromptCoder`, `APromptResearcher`) and integrates various external tools and services. It employs asynchronous LLM inference and a model pooling mechanism for efficient processing, alongside multimodal capabilities for speech interaction. The system also includes resource management (`AGasTank`) and real-time response streaming, enabling dynamic and interactive AI experiences."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_8.py,Agent Architecture,"This code delineates a multi-agent AI system, orchestrating specialized agents like 'researcher', 'coder', and 'search-engine' through a central `AProcessor` for diverse tasks. It manages individual user sessions, facilitating multimodal interactions by accepting text alongside various file types for both perception and general processing. The system further integrates external tools (e.g., `arxiv`, `google`, `computer`) and enables dynamic configuration of AI models and agent behaviors through user-specific settings."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AIlice/cluster_9.py,LLM-based Multimodal Generative Prompting,"The code implements patterns for AI asset management, specifically handling the retrieval and standardization of image and video data. It utilizes `AImageLocation` and `AVideoLocation` classes to fetch and standardize media (e.g., converting images to RGB/JPEG, videos to MP4) from various sources, including a dedicated proxy function. A central `/proxy` endpoint then serves as an AI data proxy, efficiently delivering these pre-processed `AImage` and `AVideo` assets directly from the application's context."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_10.py,Using Tools with LLMs,"This code implements an AI interaction pattern where an `HTTPAgent` leverages a `Prompter` to manage and format conversational history into prompts for an external AI model via HTTP requests. It incorporates robust error handling specific to AI services, including a retry mechanism and a heuristic `check_context_limit` function to detect and manage context window overruns from model responses."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_11.py,Using Tools with LLMs,"This code defines a configuration pattern for orchestrating multi-agent, multi-task AI assignments, enabling flexible pairing of various AI agents with specific tasks. It incorporates robust validation to ensure all assigned agents and tasks are properly defined and have associated concurrency settings, crucial for resource management. The system further optimizes by dynamically pruning unused agent and task definitions, streamlining operational configuration based on active assignments."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_13.py,MLOps,"This code implements a recursive object serialization pattern, crucial for transforming complex data structures into a concise, JSON-compatible format. It incorporates depth limiting to manage computational complexity and a conditional data summarization pattern to truncate large collections, providing an abstracted view. These patterns are vital in AI for efficiently logging, debugging, and monitoring the intricate states of models, agents, or data pipelines by offering a manageable representation of complex internal objects."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_18.py,"LLM-based Planning, XoT, ReAct, or Reasoning","This code applies AI patterns for transforming and normalizing symbolic, Lisp-like expressions, characteristic of semantic parsing or knowledge graph query processing. It recursively manipulates these expressions to handle inverse relations and flatten complex join paths for superlative operators. A core pattern is the linearization of nested expressions into an ordered sequence of sub-formulas with associated hierarchical levels, enabling bottom-up evaluation or feature extraction for structured prediction."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_19.py,"LLM Fine-Tuning, Training & Alignment","This code defines an agent-environment interaction loop within the ALFWorld domain, where an LLM agent generates actions via tool calls. It employs fuzzy action matching using BLEU scores to map the agent's natural language outputs to valid environment commands, accommodating linguistic variations. This pattern enables a conversational AI agent to robustly select and execute actions in a simulated world."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_20.py,Using Tools with LLMs,"This code establishes an AI task framework for the ALFWorld environment, embodying a reinforcement learning pattern where an agent interacts with a simulated household. It leverages prompt engineering to guide a language model agent with system instructions and few-shot examples, processing its actions through a tool-use pattern by parsing generated function calls. The framework evaluates agent performance by managing interaction cycles, assigning rewards, and tracking task completion."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_3.py,MLOps,"This code implements a robust configuration loading system supporting **hierarchical configuration management** through recursive imports and deep merging of settings. It facilitates **declarative parameter specification** by allowing default values to be defined and subsequently overridden, which is crucial for managing experimental setups in AI. The system also incorporates **memoization and circular dependency detection** for efficient and reliable configuration resolution."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_4.py,Evaluating LLM Results,"This code represents an AI benchmarking and evaluation pattern, systematically analyzing performance outputs from multiple AI agents across diverse tasks. It extracts main metrics and applies custom validation functions from structured experiment results, generating aggregated summaries and detailed reports. This facilitates direct comparison of agent performance, task-specific efficacy, and validation metric consistency across the entire evaluation suite."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_5.py,LLM-based User Intent Extraction,"This code implements core AI patterns for **semantic parsing** and **knowledge representation**, converting symbolic LISP expressions into nested data structures and graph-based logical forms. It features robust mechanisms for **logical form equivalence checking** using graph isomorphism, critical for comparing and validating complex semantic queries. Furthermore, the code supports **canonicalization and post-processing of logical forms**, enabling generalization and refinement for downstream tasks like knowledge graph querying."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_7.py,Using Tools with LLMs,"This code implements a semantic parsing pattern, translating LISP-like logical forms into SPARQL queries for knowledge graph interaction. It employs a rule-based approach to decompose the input into semantic primitives (e.g., joins, comparisons, temporal constraints) and systematically constructs query clauses. A key AI pattern is the unification of variables across these decomposed sub-expressions, ensuring coherent entity references for complex query intents like superlatives (ARGMAX/ARGMIN) and aggregations (COUNT)."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_8.py,LLM-based User Intent Extraction,"This code implements a semantic parsing pattern, transforming symbolic query expressions into a graph-based representation suitable for knowledge graph querying. It recursively constructs query graphs where nodes denote entities, classes, or literals, and edges represent relations. This graph structure directly supports complex operations like joining sub-queries, applying aggregations (e.g., COUNT, ARGMAX/MIN), and handling transitive closures, forming an executable model of the input query."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/AgentBench/cluster_9.py,Preprocessing Text and Numerical Data,"This code implements a semantic parsing pattern, translating a graph-based query representation into a LISP-like query language. It employs recursive graph traversal with stateful edge management to construct the query, applying rule-based logic to interpret node functions (e.g., comparison operators, aggregations) and edge relations into LISP clauses. The system intelligently handles complex relational arguments by extracting and integrating specific graph paths into the generated query structure."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/ArxivDigest/cluster_0.py,Retrieval Augmented Generation(RAG),"This code implements a **Large Language Model (LLM) orchestration pattern** for document relevance scoring, leveraging `gpt-3.5-turbo-16k`. It utilizes **advanced prompt engineering** to construct batch prompts with multiple paper contexts, enabling **in-context learning** for the LLM. Post-inference, the system applies **structured output parsing** to extract scores and descriptions, alongside **threshold-based filtering** and a simple **hallucination detection** mechanism to refine the results."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/ArxivDigest/cluster_2.py,Preprocessing Text and Numerical Data,"This code pattern leverages a specific Large Language Model, `gpt-3.5-turbo-16k`, to perform AI-driven relevance scoring of academic papers based on a given query. It employs prompt engineering strategies, such as `num_paper_in_prompt`, and fine-tunes model behavior using parameters like `temperature` and `top_p`. The AI's output is then used for filtering results against a `threshold_score`, indicating an AI-assisted information retrieval and decision-making pipeline."
https://github.com/HasinthakaPiyumal/AI-Pattern-Mining-Project/tree/main/notebooks/result/repo_callgraph_clusters/Automatic_Speech_Recognition/cluster_0.py,Preprocessing Text and Numerical Data,"This code implements a rule-based Natural Language Processing (NLP) system for converting Chinese numeral strings into their Arabic numerical equivalents. It employs a hierarchical decomposition strategy, breaking down complex numeral expressions (e.g., involving '亿', '万', '千', '百', '十', '点') into smaller, manageable segments. The system utilizes extensive lexical analysis and string manipulation to identify numerical units, extract digit values, and reconstruct the final numerical representation."
